task_id,task_name,estimated_duration_minutes,deadline,priority_level,cognitive_load,prerequisites
CO4035_345,Enterprise Resource Planning Systems (S345),154,2026-04-21 07:00,High,1,[]
CO3029_346,Data Mining (S346),116,2026-04-18 14:00,Medium,3,[]
CO3045_347,Game Programming (S347),227,2026-04-04 04:00,Medium,10,[]
PE1053_348,Chess (study part 1) (S348),223,2026-04-12 23:00,Medium,9,[]
IM1023_349,Production and Operations Management for Engineers (S349),46,2026-04-01 04:00,High,2,[]
CO2017_350,Operating Systems (S350),184,2026-05-01 16:00,Medium,1,[]
SP1033_351,Marxist - Leninist Political Economy (S351),141,2026-04-25 17:00,Low,6,[]
SP1031_352,Marxist - Leninist Philosophy (S352),114,2026-04-19 11:00,Medium,5,[]
ME1019_353,Productivity and Quality (S353),125,2026-04-24 10:00,High,8,[]
CO3109_354,Multidisciplinary Project (S354),136,2026-04-12 05:00,Medium,5,[]
CO3107_355,Multidisciplinary Project (S355),194,2026-04-20 00:00,Medium,1,[]
CO3127_356,Programming Intergration Project - Data Engineering (S356),91,2026-04-18 04:00,Low,9,[]
PE1057_357,Bowling (S357),157,2026-04-29 07:00,Medium,2,[]
PE1009_358,Football (S358),213,2026-04-08 13:00,Medium,6,[]
CO3335_359,Internship (S359),140,2026-04-19 22:00,Low,4,[]
CO3057_360,Digital Image Processing and Computer Vision (S360),43,2026-04-24 21:00,Medium,10,[]
CO3015_361,Software Testing (S361),198,2026-04-20 15:00,High,9,['Fundamental Programming']
PE1015_362,Basketball (S362),231,2026-04-16 09:00,Low,1,[]
SP1007_363,Introduction to Vietnamese Law (S363),118,2026-04-16 20:00,Low,6,[]
SP1007_364,Introduction to Vietnamese Law (S364),55,2026-04-27 00:00,Medium,3,[]
CO3105_365,Programming Intergration Project (S365),177,2026-04-29 01:00,Medium,8,[]
SP1035_366,Scientific Socialism (S366),155,2026-04-02 20:00,Medium,5,[]
CO3045_367,Game Programming (S367),83,2026-04-16 10:00,Low,6,[]
CO3037_368,Internet of Things Application Development (S368),80,2026-05-01 17:00,Medium,5,[]
CO3335_369,Internship (S369),224,2026-04-21 09:00,High,8,[]
PE1027_370,Tennis (S370),150,2026-04-19 11:00,Low,5,[]
CO3005_371,Principles of Programming Languages (S371),180,2026-05-01 04:00,High,1,['Fundamental Programming']
CO2013_372,Database Systems (S372),232,2026-04-25 21:00,High,10,[]
CO1007_373,Discrete Structure for Computer Science (S373),215,2026-04-30 11:00,High,10,[]
CO3049_374,Web Programming (S374),136,2026-04-03 20:00,Low,7,[]
CO2017_375,Operating Systems (S375),203,2026-04-18 17:00,Low,1,[]
CO3139_376,Digital transformation (S376),120,2026-04-23 17:00,High,2,[]
CO3057_377,Digital Image Processing and Computer Vision (S377),180,2026-04-21 10:00,Medium,2,[]
PE1021_378,Aerobic (S378),131,2026-04-28 04:00,Medium,9,[]
CO3139_379,Digital transformation (S379),63,2026-04-06 07:00,Medium,10,[]
PE1061_380,Pickleball (S380),229,2026-04-28 18:00,Low,5,[]
CO1005_381,Introduction to Computing (S381),89,2026-04-11 06:00,Low,10,[]
PE1061_382,Pickleball (S382),73,2026-04-04 01:00,High,8,[]
LA1005_383,English 2 (S383),64,2026-04-29 08:00,Medium,8,['English 1']
CO3085_384,Natural Language Processing (S384),143,2026-04-24 01:00,High,8,[]
IM1031_385,Entrepreneurship and Innovation (S385),59,2026-04-08 05:00,High,6,[]
CO3043_386,Mobile Application Development (S386),207,2026-04-07 19:00,Low,3,[]
PE1057_387,Bowling (S387),105,2026-04-22 05:00,Low,1,[]
PE1009_388,Football (S388),140,2026-04-03 09:00,High,5,[]
CO3103_389,Programming Intergration Project (S389),63,2026-04-14 22:00,Low,3,[]
PE1017_390,Badminton (S390),141,2026-04-24 12:00,Low,5,[]
PE1061_391,Pickleball (S391),205,2026-05-01 20:00,Low,7,[]
MT1003_392,Calculus 1 (S392),157,2026-04-13 22:00,Medium,6,[]
CO2011_393,Mathematical Modeling (S393),206,2026-04-30 12:00,Medium,7,[]
CO3001_394,Software Engineering (S394),32,2026-04-05 08:00,Medium,5,[]
CO3115_395,Systems Analysis and Design (S395),136,2026-04-09 21:00,Low,5,[]
CO4033_396,Big Data Analytics and Business Intelligence (S396),55,2026-04-06 16:00,Low,8,[]
CO3043_397,Mobile Application Development (S397),176,2026-04-16 13:00,Low,10,[]
LA1005_398,English 2 (S398),40,2026-04-18 05:00,Low,10,['English 1']
IM1023_399,Production and Operations Management for Engineers (S399),84,2026-04-10 06:00,Low,9,[]
CO3085_400,Natural Language Processing (S400),41,2026-04-14 08:00,High,10,[]
CO3107_401,Multidisciplinary Project (S401),157,2026-05-01 13:00,Medium,3,[]
PE1053_402,Chess (study part 1) (S402),145,2026-04-06 21:00,Low,10,[]
CO2017_403,Operating Systems (S403),118,2026-04-10 15:00,High,7,[]
CO3045_404,Game Programming (S404),183,2026-04-11 09:00,High,5,[]
CO3061_405,Introduction to Artificial Intelligence (S405),177,2026-04-18 00:00,Low,2,[]
CO4033_406,Big Data Analytics and Business Intelligence (S406),53,2026-04-09 17:00,Low,5,[]
PE1057_407,Bowling (S407),59,2026-04-01 02:00,High,5,[]
PE1061_408,Pickleball (S408),187,2026-04-23 09:00,Low,3,[]
CO4037_409,Management Information Systems (S409),82,2026-04-05 23:00,Low,9,[]
CO3107_410,Multidisciplinary Project (S410),167,2026-04-09 03:00,Low,1,[]
LA1005_411,English 2 (S411),129,2026-04-22 12:00,Low,8,['English 1']
SP1007_412,Introduction to Vietnamese Law (S412),169,2026-04-19 13:00,High,4,[]
CO3027_413,Electronic Commerce (S413),183,2026-04-25 08:00,Low,10,[]
CO3105_414,Programming Intergration Project (S414),169,2026-04-23 08:00,Low,3,[]
CO3021_415,Database Management Systems (S415),41,2026-04-06 23:00,Medium,3,[]
SP1037_416,Ho Chi Minh Ideology (S416),237,2026-04-12 08:00,Medium,2,[]
PE1027_417,Tennis (S417),198,2026-04-02 08:00,Medium,4,[]
CO3051_418,Mobile Systems (S418),178,2026-04-30 20:00,High,3,[]
CO2001_419,Professional Skills for Engineers (S419),145,2026-04-26 15:00,Low,2,['Introduction to Computing']
CO3005_420,Principles of Programming Languages (S420),122,2026-04-15 13:00,Low,10,['Fundamental Programming']
CO2007_421,Computer Architecture (S421),173,2026-04-05 23:00,Medium,1,[]
MT1003_422,Calculus 1 (S422),38,2026-04-20 07:00,High,4,[]
CO3041_423,Intelligent Systems (S423),203,2026-04-15 17:00,Low,1,['Software Engineering']
PE1015_424,Basketball (S424),47,2026-04-21 06:00,Medium,3,[]
PE1021_425,Aerobic (S425),67,2026-04-02 08:00,Low,8,[]
CO3335_426,Internship (S426),144,2026-04-07 05:00,Low,1,[]
LA1005_427,English 2 (S427),227,2026-04-16 22:00,Medium,4,['English 1']
CO3151_428,Network management (S428),209,2026-04-07 05:00,High,2,[]
CO3057_429,Digital Image Processing and Computer Vision (S429),166,2026-04-15 21:00,High,3,[]
CO3015_430,Software Testing (S430),145,2026-05-01 18:00,Low,10,['Fundamental Programming']
CO3067_431,Parallel Computing (S431),186,2026-04-19 18:00,High,7,[]
CO3029_432,Data Mining (S432),39,2026-04-14 08:00,Low,1,[]
SP1039_433,History of Vietnamese Communist Party (S433),74,2026-04-10 15:00,High,1,[]
CO3137_434,Big Data (S434),191,2026-04-22 15:00,High,5,[]
CO3065_435,Advanced Software Engineering (S435),155,2026-04-26 22:00,High,2,[]
CO3027_436,Electronic Commerce (S436),74,2026-04-04 16:00,Medium,10,[]
CO3089_437,Selected Topics in High Performance Computing (S437),234,2026-04-04 05:00,High,6,[]
CO3069_438,Cryptography and Network Security (S438),189,2026-04-13 07:00,Low,1,[]
CO3335_439,Internship (S439),194,2026-04-23 22:00,High,5,[]
CO3037_440,Internet of Things Application Development (S440),236,2026-04-05 14:00,Medium,9,[]
CO3151_441,Network management (S441),88,2026-04-15 09:00,Medium,7,[]
PE1019_442,Swimming (S442),119,2026-04-21 08:00,High,9,[]
CO3021_443,Database Management Systems (S443),74,2026-04-06 03:00,Medium,1,[]
CO1023_444,Digital Systems (S444),194,2026-04-21 05:00,Low,2,[]
LA1003_445,English 1 (S445),140,2026-04-14 17:00,Low,1,[]
CO3017_446,Software Architecture (S446),67,2026-04-27 15:00,Medium,6,[]
LA1009_447,English 4 (S447),68,2026-04-16 23:00,Medium,3,['English 3']
SP1031_448,Marxist - Leninist Philosophy (S448),34,2026-04-05 07:00,High,5,[]
CO3029_449,Data Mining (S449),81,2026-04-05 14:00,Low,3,[]
CO3005_450,Principles of Programming Languages (S450),91,2026-04-18 23:00,Medium,5,['Fundamental Programming']
SP1033_451,Marxist - Leninist Political Economy (S451),151,2026-04-21 13:00,Low,1,[]
CO3015_452,Software Testing (S452),106,2026-05-01 17:00,High,9,['Fundamental Programming']
PH1003_453,General Physics 1 (S453),151,2026-04-22 22:00,High,8,[]
SP1031_454,Marxist - Leninist Philosophy (S454),76,2026-04-04 03:00,High,8,[]
PE1011_455,Volleyball (S455),109,2026-04-30 11:00,High,8,[]
CO1027_456,Fundamental Programming (S456),86,2026-04-29 12:00,High,10,[]
CO3129_457,Software Security (S457),118,2026-04-03 12:00,High,8,[]
CO3103_458,Programming Intergration Project (S458),98,2026-04-21 13:00,Low,6,[]
CO3017_459,Software Architecture (S459),193,2026-04-11 23:00,Low,5,[]
MT1003_460,Calculus 1 (S460),36,2026-05-01 14:00,Low,4,[]
SP1007_461,Introduction to Vietnamese Law (S461),196,2026-04-27 12:00,Medium,3,[]
CO3107_462,Multidisciplinary Project (S462),142,2026-04-12 13:00,High,8,[]
CO3059_463,Computer Graphics (S463),75,2026-04-29 08:00,High,4,[]
CO3043_464,Mobile Application Development (S464),237,2026-04-28 12:00,High,10,[]
CO3067_465,Parallel Computing (S465),131,2026-04-10 03:00,High,8,[]
CO3133_466,Deep Learning and Its Applications (S466),33,2026-04-10 08:00,High,2,[]
CO3017_467,Software Architecture (S467),124,2026-04-24 05:00,Medium,3,[]
PE1015_468,Basketball (S468),57,2026-04-29 23:00,Low,1,[]
CO3017_469,Software Architecture (S469),141,2026-04-17 03:00,Low,5,[]
PE1019_470,Swimming (S470),239,2026-04-29 05:00,Medium,6,[]
PE1027_471,Tennis (S471),70,2026-04-04 15:00,Low,10,[]
CO3105_472,Programming Intergration Project (S472),155,2026-04-20 20:00,High,4,[]
CO3033_473,Information System Security (S473),144,2026-04-23 06:00,Low,8,[]
PE1017_474,Badminton (S474),158,2026-04-24 05:00,Low,3,[]
PE1053_475,Chess (study part 1) (S475),47,2026-05-01 09:00,Low,3,[]
CO3103_476,Programming Intergration Project (S476),153,2026-04-13 20:00,Low,3,[]
CO3001_477,Software Engineering (S477),89,2026-04-07 14:00,Medium,4,[]
CO3029_478,Data Mining (S478),46,2026-04-10 08:00,Medium,9,[]
CO3093_479,Computer Networks (S479),165,2026-04-07 10:00,Medium,5,[]
CO2003_480,Data Structures and Algorithms (S480),193,2026-04-13 22:00,Medium,1,[]
CO3109_481,Multidisciplinary Project (S481),48,2026-04-12 11:00,Low,2,[]
CO3045_482,Game Programming (S482),59,2026-04-15 07:00,Medium,8,[]
CO3057_483,Digital Image Processing and Computer Vision (S483),55,2026-04-25 03:00,High,6,[]
PE1013_484,Table tennis (S484),234,2026-04-06 13:00,Medium,1,[]
SP1035_485,Scientific Socialism (S485),110,2026-04-09 15:00,Medium,3,[]
CO4031_486,Data Warehouses and Decision Support Systems (S486),105,2026-04-18 06:00,High,4,[]
CO4029_487,Specialized Project (S487),158,2026-04-13 18:00,High,9,[]
CO4037_488,Management Information Systems (S488),236,2026-04-26 08:00,Medium,8,[]
CO3051_489,Mobile Systems (S489),69,2026-04-20 13:00,High,8,[]
CO1005_490,Introduction to Computing (S490),239,2026-04-05 16:00,High,9,[]
CO1023_491,Digital Systems (S491),186,2026-04-13 01:00,High,10,[]
CO4037_492,Management Information Systems (S492),133,2026-04-21 00:00,Low,8,[]
PE1025_493,AThletics (S493),236,2026-04-15 16:00,High,6,[]
PE1011_494,Volleyball (S494),34,2026-04-19 20:00,Medium,9,[]
CO3101_495,Programming Intergration Project (S495),224,2026-04-26 13:00,Medium,6,[]
IM1031_496,Entrepreneurship and Innovation (S496),71,2026-04-16 10:00,High,7,[]
CO3049_497,Web Programming (S497),63,2026-04-04 23:00,High,1,[]
CO2039_498,Advanced Programming (S498),238,2026-04-16 16:00,Medium,1,[]
CO4035_499,Enterprise Resource Planning Systems (S499),53,2026-04-16 06:00,Low,9,[]
IM1031_500,Entrepreneurship and Innovation (S500),204,2026-04-26 19:00,Low,3,[]
